Account,avg_trade_size,win_rate,avg_trades_per_day,pnl_variability,long_bias,cluster,pca_x,pca_y
0x083384f897ee0f19899168e3b1bec365f52a9012,16159.57673389209,0.3596123624934521,159.08333333333334,4692.452328769463,0.0,1,3.3425923990088253,-1.7384086873129907
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1653.2263269230768,0.4427197802197802,140.0,134.07347277629353,0.2664835164835165,2,-1.5633008178440395,0.2888475334303185
0x271b280974205ca63b716753467d5a371de622ab,8893.000897873459,0.3019165135206091,317.4166666666667,542.1826592941622,0.0,1,1.1884255250168596,0.8395485737076583
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,507.6269326121253,0.43858462925400044,82.16666666666667,113.26935264594304,0.11892419803170311,2,-1.0670526658088741,0.3013709278863145
0x2c229d22b100a7beb69122eed721cee9b24011dd,3138.894782340228,0.5199135535659154,46.94202898550725,255.82909123366827,0.0,2,-0.4981562613752905,0.7301052095272375
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,1729.9411042944785,0.45521472392638035,18.953488372093023,558.7787526232372,0.1263803680981595,2,-0.9532991288342988,-0.13884624100553244
0x39cef799f8b69da1995852eea189df24eb5cae3c,4790.5754862078575,0.32766787405962666,78.02173913043478,730.495483644371,0.019504040122596825,1,0.32396878407608004,-0.30756396387668783
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,3445.471265060241,0.4759036144578313,11.857142857142858,1279.8557881354639,0.20783132530120482,2,-0.9168671875362162,-0.6018555923128015
0x420ab45e0bd8863569a5efbb9c05d91f40624641,5189.367127937337,0.2349869451697128,19.15,2228.336140282739,0.057441253263707574,1,1.0289507051726274,-1.8908782275163143
0x430f09841d65beb3f27765503d0f850b8bce7713,2397.824753435732,0.48423605497170574,44.17857142857143,1649.4975803457905,0.07113985448666128,2,-0.1278540854643192,-0.36453292291034445
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,517.5289235825802,0.35344524005164923,59.15972222222222,88.29284150392282,0.12395821105763587,2,-0.9309013097578988,-0.19712910450022636
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,9084.699093204776,0.48622589531680444,75.10344827586206,855.3540027082513,0.0032139577594123047,2,0.3963396641821892,0.4584192828099359
0x4f93fead39b70a1824f981a54d4e55b278e9f760,17098.171054852322,0.3603639240506329,23.626168224299064,656.6936282172401,0.0,0,1.1740434673637083,-0.11785876540821219
0x513b8629fe877bb581bf244e326a047b249c4ff1,34396.58028440667,0.40119320039228507,313.7435897435897,639.4024436908079,0.04208891794704152,0,2.814430429130531,1.562386415817777
0x6d6a4b953f202f8df5bed40692e7fd865318264a,746.7256512820513,0.4317948717948718,20.74468085106383,468.99598178257963,0.2635897435897436,2,-1.664648981416792,-0.48233567730505034
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,7216.667245283019,0.34591194968553457,83.6842105263158,2525.2404372348287,0.0880503144654088,1,1.035345458944541,-1.2741391973749452
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2133.6673636363635,0.3062937062937063,21.666666666666668,1591.523957653427,0.011188811188811189,1,0.5162272984263936,-1.1535490334330813
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2600.7780491256444,0.8108763772364298,67.76027397260275,172.52077341762578,0.0008086525826341858,2,-1.285519742922165,2.225525399187373
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,3748.8675112251444,0.45221295702373315,59.96153846153846,72.5611952371814,0.027581783194355357,2,-0.47224370706762614,0.5240896375324261
0x8170715b3b381dffb7062c0298972d4727a0a63b,2204.6855314062163,0.38274288198217776,50.01086956521739,1647.7789842055993,0.0032601608346011736,1,0.4482189549917427,-0.6822385101162509
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,6279.002286760858,0.33019361590790164,35.388888888888886,325.75560971336085,0.48194662480376765,2,-2.0427254497531173,-1.1650050205528284
0x8477e447846c758f5a675856001ea72298fd9cb5,820.4285131350847,0.26196826243499133,86.19540229885058,68.6130409480178,0.0008667822376316843,1,-0.04545489467053026,-0.2455834250068838
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,3601.689298820446,0.2853866317169069,169.55555555555554,220.3877348338997,0.2604849279161206,2,-0.8782348758928936,-0.32374343286058554
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,1273.1950003204101,0.3457866068567767,243.828125,68.2349036218229,0.0868311438641461,2,-0.3214551196763433,0.6823107324779162
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2066.6892086330936,0.5731414868105515,11.27027027027027,976.068751360001,0.3261390887290168,2,-1.986581738021644,-0.2403624841839033
